id,timestamp,source,event_type,severity,status,raw_message
27,2026-08-20 08:20:44,203.0.113.7,POST /api/cart,info,200,POST /api/cart — status 200
28,2026-08-20 08:21:40,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
29,2026-08-20 08:22:24,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
30,2026-08-20 08:23:19,10.0.0.55,GET /api/products,info,200,GET /api/products — status 200
31,2026-08-20 08:23:42,192.168.1.22,PUT /api/profile,info,200,PUT /api/profile — status 200
32,2026-08-20 08:24:24,203.0.113.7,POST /api/checkout,info,200,POST /api/checkout — status 200
33,2026-08-20 08:25:29,203.0.113.7,POST /api/checkout,info,200,POST /api/checkout — status 200
34,2026-08-20 08:26:02,192.168.1.31,GET /api/orders,warn,404,GET /api/orders — status 404
35,2026-08-20 08:26:48,203.0.113.7,GET /api/products,info,200,GET /api/products — status 200
36,2026-08-20 08:28:17,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
37,2026-08-20 08:29:18,192.168.1.22,GET /api/orders,warn,404,GET /api/orders — status 404
38,2026-08-20 08:30:38,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
39,2026-08-20 08:30:59,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
40,2026-08-20 08:31:33,203.0.113.7,GET /api/orders,warn,404,GET /api/orders — status 404
41,2026-08-20 08:32:42,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
42,2026-08-20 08:33:46,10.0.0.55,POST /api/checkout,info,200,POST /api/checkout — status 200
43,2026-08-20 08:35:08,192.168.1.31,GET /api/users,info,200,GET /api/users — status 200
44,2026-08-20 08:35:37,203.0.113.7,GET /api/products,info,200,GET /api/products — status 200
45,2026-08-20 08:36:35,192.168.1.14,GET /api/products,info,200,GET /api/products — status 200
46,2026-08-20 08:37:45,192.168.1.22,POST /api/checkout,info,200,POST /api/checkout — status 200
47,2026-08-20 08:38:00,203.0.113.7,GET /api/products,info,200,GET /api/products — status 200
48,2026-08-20 08:39:19,203.0.113.19,GET /api/orders,warn,404,GET /api/orders — status 404
49,2026-08-20 08:40:38,192.168.1.14,GET /api/products,info,200,GET /api/products — status 200
50,2026-08-20 08:41:57,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
51,2026-08-20 08:42:31,192.168.1.31,GET /api/orders,warn,404,GET /api/orders — status 404
223,2026-08-20 08:43:00,192.168.1.31,POST /api/payment,error,500,POST /api/payment — internal server error
52,2026-08-20 08:43:55,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
53,2026-08-20 08:44:51,10.0.0.55,GET /api/users,info,200,GET /api/users — status 200
54,2026-08-20 08:45:20,192.168.1.31,GET /api/products,info,200,GET /api/products — status 200
55,2026-08-20 08:46:05,192.168.1.14,POST /api/cart,info,200,POST /api/cart — status 200
56,2026-08-20 08:47:32,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
57,2026-08-20 08:48:49,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
58,2026-08-20 08:50:12,203.0.113.19,GET /api/orders,warn,404,GET /api/orders — status 404
59,2026-08-20 08:50:43,203.0.113.7,POST /api/checkout,info,200,POST /api/checkout — status 200
60,2026-08-20 08:52:08,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
61,2026-08-20 08:53:30,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
62,2026-08-20 08:54:12,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
63,2026-08-20 08:55:06,10.0.0.55,PUT /api/profile,info,200,PUT /api/profile — status 200
64,2026-08-20 08:56:17,10.0.0.61,POST /api/checkout,info,200,POST /api/checkout — status 200
65,2026-08-20 08:56:47,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
66,2026-08-20 08:57:10,192.168.1.31,GET /api/users,info,200,GET /api/users — status 200
67,2026-08-20 08:58:40,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
68,2026-08-20 09:00:10,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
69,2026-08-20 09:00:34,203.0.113.7,GET /api/users,info,200,GET /api/users — status 200
70,2026-08-20 09:01:18,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
71,2026-08-20 09:02:15,192.168.1.14,POST /api/cart,info,200,POST /api/cart — status 200
72,2026-08-20 09:03:05,203.0.113.7,POST /api/checkout,info,200,POST /api/checkout — status 200
73,2026-08-20 09:03:47,10.0.0.61,GET /api/orders,warn,404,GET /api/orders — status 404
74,2026-08-20 09:05:15,10.0.0.61,POST /api/checkout,info,200,POST /api/checkout — status 200
75,2026-08-20 09:06:01,203.0.113.19,POST /api/checkout,info,200,POST /api/checkout — status 200
76,2026-08-20 09:07:08,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
77,2026-08-20 09:07:35,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
78,2026-08-20 09:08:35,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
79,2026-08-20 09:09:49,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
80,2026-08-20 09:10:16,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
81,2026-08-20 09:11:14,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
82,2026-08-20 09:12:00,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
83,2026-08-20 09:13:23,10.0.0.55,GET /api/orders,warn,404,GET /api/orders — status 404
84,2026-08-20 09:14:32,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
85,2026-08-20 09:15:46,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
86,2026-08-20 09:16:57,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
87,2026-08-20 09:17:18,203.0.113.7,GET /api/users,info,200,GET /api/users — status 200
88,2026-08-20 09:17:44,203.0.113.19,POST /api/cart,info,200,POST /api/cart — status 200
89,2026-08-20 09:18:20,10.0.0.55,POST /api/checkout,info,200,POST /api/checkout — status 200
90,2026-08-20 09:19:36,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
91,2026-08-20 09:19:58,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
92,2026-08-20 09:20:13,10.0.0.55,GET /api/products,info,200,GET /api/products — status 200
93,2026-08-20 09:21:26,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
94,2026-08-20 09:22:52,203.0.113.7,POST /api/checkout,info,200,POST /api/checkout — status 200
95,2026-08-20 09:23:26,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
96,2026-08-20 09:24:08,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
222,2026-08-20 09:25:00,10.0.0.61,POST /api/payment,error,500,POST /api/payment — internal server error
97,2026-08-20 09:25:03,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
98,2026-08-20 09:26:32,10.0.0.55,GET /api/orders,warn,404,GET /api/orders — status 404
99,2026-08-20 09:26:54,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
100,2026-08-20 09:27:32,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
101,2026-08-20 09:28:17,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
102,2026-08-20 09:29:44,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
103,2026-08-20 09:30:09,10.0.0.55,PUT /api/profile,info,200,PUT /api/profile — status 200
104,2026-08-20 09:30:57,192.168.1.22,PUT /api/profile,info,200,PUT /api/profile — status 200
105,2026-08-20 09:31:42,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
106,2026-08-20 09:32:13,203.0.113.7,GET /api/products,info,200,GET /api/products — status 200
107,2026-08-20 09:33:26,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
108,2026-08-20 09:33:42,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
109,2026-08-20 09:34:06,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
110,2026-08-20 09:35:25,192.168.1.31,GET /api/orders,warn,404,GET /api/orders — status 404
111,2026-08-20 09:36:24,192.168.1.14,POST /api/cart,info,200,POST /api/cart — status 200
112,2026-08-20 09:37:26,192.168.1.31,GET /api/orders,warn,404,GET /api/orders — status 404
113,2026-08-20 09:38:37,203.0.113.19,GET /api/products,info,200,GET /api/products — status 200
114,2026-08-20 09:39:59,192.168.1.14,GET /api/products,info,200,GET /api/products — status 200
115,2026-08-20 09:40:27,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
116,2026-08-20 09:40:56,192.168.1.14,GET /api/orders,warn,404,GET /api/orders — status 404
117,2026-08-20 09:41:45,192.168.1.31,POST /api/cart,info,200,POST /api/cart — status 200
118,2026-08-20 09:42:43,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
119,2026-08-20 09:44:02,10.0.0.55,GET /api/products,info,200,GET /api/products — status 200
120,2026-08-20 09:44:23,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
121,2026-08-20 09:45:13,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
122,2026-08-20 09:46:10,203.0.113.19,GET /api/orders,warn,404,GET /api/orders — status 404
123,2026-08-20 09:46:58,192.168.1.22,POST /api/checkout,info,200,POST /api/checkout — status 200
124,2026-08-20 09:48:23,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
125,2026-08-20 09:49:49,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
126,2026-08-20 09:50:13,203.0.113.7,GET /api/orders,warn,404,GET /api/orders — status 404
127,2026-08-20 09:51:37,192.168.1.14,PUT /api/profile,info,200,PUT /api/profile — status 200
255,2026-08-20 09:52:00,203.0.113.7,POST /api/internal/debug-mode,info,200,POST /api/internal/debug-mode — status 200
221,2026-08-20 09:53:00,192.168.1.31,POST /api/payment,error,500,POST /api/payment — internal server error
128,2026-08-20 09:53:06,10.0.0.61,GET /api/orders,warn,404,GET /api/orders — status 404
129,2026-08-20 09:54:16,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
130,2026-08-20 09:55:10,192.168.1.31,GET /api/users,info,200,GET /api/users — status 200
131,2026-08-20 09:56:10,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
132,2026-08-20 09:56:38,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
133,2026-08-20 09:57:12,192.168.1.22,GET /api/orders,warn,404,GET /api/orders — status 404
134,2026-08-20 09:57:49,10.0.0.55,GET /api/users,info,200,GET /api/users — status 200
135,2026-08-20 09:58:26,203.0.113.7,PUT /api/profile,info,200,PUT /api/profile — status 200
136,2026-08-20 09:59:33,203.0.113.19,POST /api/cart,info,200,POST /api/cart — status 200
137,2026-08-20 10:00:22,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
138,2026-08-20 10:01:25,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
139,2026-08-20 10:02:40,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
140,2026-08-20 10:03:53,192.168.1.31,GET /api/products,info,200,GET /api/products — status 200
141,2026-08-20 10:04:37,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
142,2026-08-20 10:05:16,10.0.0.55,PUT /api/profile,info,200,PUT /api/profile — status 200
143,2026-08-20 10:06:06,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
144,2026-08-20 10:06:56,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
145,2026-08-20 10:08:19,192.168.1.31,GET /api/users,info,200,GET /api/users — status 200
146,2026-08-20 10:08:48,192.168.1.31,GET /api/orders,warn,404,GET /api/orders — status 404
147,2026-08-20 10:10:17,192.168.1.31,GET /api/users,info,200,GET /api/users — status 200
148,2026-08-20 10:10:45,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
149,2026-08-20 10:11:44,203.0.113.7,PUT /api/profile,info,200,PUT /api/profile — status 200
150,2026-08-20 10:12:54,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
151,2026-08-20 10:13:58,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
152,2026-08-20 10:14:45,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
153,2026-08-20 10:15:00,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
154,2026-08-20 10:16:01,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
155,2026-08-20 10:16:58,10.0.0.61,PUT /api/profile,info,200,PUT /api/profile — status 200
156,2026-08-20 10:17:28,203.0.113.7,GET /api/products,info,200,GET /api/products — status 200
157,2026-08-20 10:18:47,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
158,2026-08-20 10:19:43,10.0.0.55,GET /api/products,info,200,GET /api/products — status 200
159,2026-08-20 10:21:08,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
160,2026-08-20 10:22:16,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
161,2026-08-20 10:22:53,10.0.0.61,GET /api/products,info,200,GET /api/products — status 200
162,2026-08-20 10:23:59,10.0.0.61,GET /api/users,info,200,GET /api/users — status 200
163,2026-08-20 10:24:52,192.168.1.31,POST /api/cart,info,200,POST /api/cart — status 200
164,2026-08-20 10:26:02,203.0.113.19,PUT /api/profile,info,200,PUT /api/profile — status 200
165,2026-08-20 10:27:16,10.0.0.55,POST /api/checkout,info,200,POST /api/checkout — status 200
166,2026-08-20 10:27:58,10.0.0.61,POST /api/checkout,info,200,POST /api/checkout — status 200
167,2026-08-20 10:28:34,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
168,2026-08-20 10:29:25,10.0.0.61,PUT /api/profile,info,200,PUT /api/profile — status 200
169,2026-08-20 10:29:51,203.0.113.19,POST /api/cart,info,200,POST /api/cart — status 200
170,2026-08-20 10:30:45,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
171,2026-08-20 10:31:18,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
172,2026-08-20 10:32:04,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
173,2026-08-20 10:33:17,10.0.0.55,POST /api/cart,info,200,POST /api/cart — status 200
174,2026-08-20 10:34:21,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
175,2026-08-20 10:35:07,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
176,2026-08-20 10:35:35,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
177,2026-08-20 10:36:18,192.168.1.22,POST /api/checkout,info,200,POST /api/checkout — status 200
178,2026-08-20 10:36:39,10.0.0.61,POST /api/cart,info,200,POST /api/cart — status 200
179,2026-08-20 10:37:09,10.0.0.55,GET /api/orders,warn,404,GET /api/orders — status 404
180,2026-08-20 10:38:23,203.0.113.7,PUT /api/profile,info,200,PUT /api/profile — status 200
181,2026-08-20 10:39:34,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
182,2026-08-20 10:40:59,10.0.0.55,GET /api/orders,warn,404,GET /api/orders — status 404
183,2026-08-20 10:42:14,10.0.0.55,GET /api/products,info,200,GET /api/products — status 200
184,2026-08-20 10:43:00,203.0.113.19,GET /api/products,info,200,GET /api/products — status 200
185,2026-08-20 10:44:21,10.0.0.55,POST /api/cart,info,200,POST /api/cart — status 200
186,2026-08-20 10:45:11,10.0.0.55,GET /api/orders,info,200,GET /api/orders — status 200
187,2026-08-20 10:46:02,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
188,2026-08-20 10:46:59,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
189,2026-08-20 10:47:31,192.168.1.22,POST /api/cart,info,200,POST /api/cart — status 200
190,2026-08-20 10:48:35,203.0.113.7,GET /api/orders,warn,404,GET /api/orders — status 404
191,2026-08-20 10:49:17,192.168.1.14,GET /api/orders,info,200,GET /api/orders — status 200
192,2026-08-20 10:50:24,192.168.1.31,POST /api/checkout,info,200,POST /api/checkout — status 200
193,2026-08-20 10:51:32,192.168.1.14,POST /api/cart,info,200,POST /api/cart — status 200
194,2026-08-20 10:52:40,10.0.0.55,GET /api/users,info,200,GET /api/users — status 200
195,2026-08-20 10:54:08,10.0.0.55,POST /api/checkout,info,200,POST /api/checkout — status 200
196,2026-08-20 10:54:23,192.168.1.31,GET /api/products,info,200,GET /api/products — status 200
197,2026-08-20 10:55:27,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
198,2026-08-20 10:56:50,203.0.113.7,POST /api/cart,info,200,POST /api/cart — status 200
199,2026-08-20 10:58:07,192.168.1.22,GET /api/products,info,200,GET /api/products — status 200
200,2026-08-20 10:59:17,10.0.0.55,GET /api/users,info,200,GET /api/users — status 200
226,2026-08-20 11:00:00,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
227,2026-08-20 11:00:02,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
228,2026-08-20 11:00:04,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
229,2026-08-20 11:00:06,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
230,2026-08-20 11:00:08,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
231,2026-08-20 11:00:10,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
232,2026-08-20 11:00:12,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
233,2026-08-20 11:00:14,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
234,2026-08-20 11:00:16,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
235,2026-08-20 11:00:18,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
236,2026-08-20 11:00:20,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
201,2026-08-20 11:00:21,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
237,2026-08-20 11:00:22,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
238,2026-08-20 11:00:24,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
239,2026-08-20 11:00:26,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
240,2026-08-20 11:00:28,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
241,2026-08-20 11:00:30,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
242,2026-08-20 11:00:32,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
243,2026-08-20 11:00:34,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
244,2026-08-20 11:00:36,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
245,2026-08-20 11:00:38,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
246,2026-08-20 11:00:40,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
247,2026-08-20 11:00:42,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
248,2026-08-20 11:00:44,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
249,2026-08-20 11:00:46,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
250,2026-08-20 11:00:48,198.51.100.23,POST /api/login,warn,401,POST /api/login — invalid credentials
202,2026-08-20 11:00:57,203.0.113.19,POST /api/checkout,info,200,POST /api/checkout — status 200
203,2026-08-20 11:01:28,10.0.0.61,GET /api/users,info,200,GET /api/users — status 200
204,2026-08-20 11:02:33,10.0.0.61,GET /api/users,info,200,GET /api/users — status 200
205,2026-08-20 11:02:58,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
206,2026-08-20 11:03:30,203.0.113.19,POST /api/checkout,info,200,POST /api/checkout — status 200
207,2026-08-20 11:04:08,192.168.1.14,GET /api/products,info,200,GET /api/products — status 200
208,2026-08-20 11:05:11,192.168.1.31,POST /api/cart,info,200,POST /api/cart — status 200
209,2026-08-20 11:06:24,192.168.1.31,PUT /api/profile,info,200,PUT /api/profile — status 200
210,2026-08-20 11:07:27,192.168.1.31,GET /api/orders,info,200,GET /api/orders — status 200
211,2026-08-20 11:08:14,203.0.113.19,GET /api/orders,info,200,GET /api/orders — status 200
212,2026-08-20 11:09:29,192.168.1.14,GET /api/users,info,200,GET /api/users — status 200
213,2026-08-20 11:10:28,192.168.1.22,GET /api/orders,info,200,GET /api/orders — status 200
214,2026-08-20 11:10:48,203.0.113.19,GET /api/users,info,200,GET /api/users — status 200
215,2026-08-20 11:11:34,192.168.1.22,GET /api/users,info,200,GET /api/users — status 200
216,2026-08-20 11:12:08,192.168.1.22,GET /api/orders,warn,404,GET /api/orders — status 404
217,2026-08-20 11:13:23,203.0.113.7,GET /api/orders,info,200,GET /api/orders — status 200
218,2026-08-20 11:14:50,192.168.1.22,POST /api/checkout,info,200,POST /api/checkout — status 200
219,2026-08-20 11:15:37,203.0.113.19,PUT /api/profile,info,200,PUT /api/profile — status 200
220,2026-08-20 11:16:13,10.0.0.61,GET /api/orders,info,200,GET /api/orders — status 200
225,2026-08-20 11:42:00,10.0.0.55,POST /api/payment,error,500,POST /api/payment — internal server error
224,2026-08-20 13:24:00,203.0.113.7,POST /api/payment,error,500,POST /api/payment — internal server error
254,2026-08-20 14:03:00,203.0.113.7,GET /api/export/full-dump,info,200,GET /api/export/full-dump — status 200
256,,192.168.1.14,GET /api/users,info,200,missing timestamp — should be rejected by validation
257,not-a-real-date,192.168.1.14,GET /api/users,info,200,malformed timestamp — should be rejected by validation
